cellosaurus_id,CELL_LINE_NAME,DRUG_NAME,LN_IC50,CELL_LINE_TISSUE_1,CELL_LINE_TISSUE_2,DRUG_TARGET_PATHWAY
CVCL_0399,LoVo,AZD6738,0.764821,large_intestine,large_intestine,Genome integrity
CVCL_1346,KY821,LCL161,3.4330190000000003,leukemia,leukemia,Apoptosis regulation
CVCL_2686,PEO1,Luminespib,1.683887,urogenital_system,ovary,Protein stability and degradation
CVCL_1496,NCI-H1793,Eg5_9814,-1.6574080000000002,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_1417,MKN7,YK-4-279,5.122408999999999,digestive_system,stomach,Other
CVCL_1226,GaMG,Gallibiscoquinazole,1.792201,nervous_system,glioma,Unclassified
CVCL_2063,HCC827,Taselisib,2.448197,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1376,LCLC-97TM1,MK-2206,3.326386,lung_NSCLC,lung_NSCLC_large cell,PI3K/MTOR signaling
CVCL_1393,Lu-99A,CDK9_5038,-0.436521,lung_NSCLC,lung_NSCLC_large cell,Cell cycle
CVCL_1766,TE-8,Nelarabine,6.153207,aero_dig_tract,oesophagus,DNA replication
CVCL_1534,NCI-H2141,Gemcitabine,4.186542,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_1295,HTC-C3,Afatinib,3.492295,thyroid,thyroid,EGFR signaling
CVCL_1485,NCI-H1666,GSK2606414,6.217004,lung_NSCLC,lung_NSCLC_adenocarcinoma,Metabolism
CVCL_1228,GCIY,5-Fluorouracil,4.821212,digestive_system,stomach,Other
CVCL_1117,CAS-1,RVX-208,4.184928,nervous_system,glioma,Chromatin other
CVCL_1270,HCC70,Sapitinib,4.08717,breast,breast,EGFR signaling
CVCL_3008,LC-1/sq,Alisertib,3.1583330000000003,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Mitosis
CVCL_1245,HCC1143,Tozasertib,3.248767,breast,breast,Mitosis
CVCL_1484,NCI-H1651,PFI3,5.0391580000000005,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin other
CVCL_1675,SAS,Rapamycin,-1.754218,aero_dig_tract,head and neck,PI3K/MTOR signaling
CVCL_1783,UM-UC-3,Afatinib,2.815699,urogenital_system,Bladder,EGFR signaling
CVCL_1583,NCI-H720,LY2109761,5.555161,lung_NSCLC,lung_NSCLC_carcinoid,Other
CVCL_1439,Mo,Zoledronate,3.735917,leukemia,hairy_cell_leukaemia,Unclassified
CVCL_1297,HuO-3N1,PLX-4720,5.3117730000000005,bone,osteosarcoma,ERK MAPK signaling
CVCL_1110,CAL-51,Topotecan,-1.071171,breast,breast,DNA replication
CVCL_0270,G-401,JAK1_8709,3.3951480000000003,kidney,kidney,"Other, kinases"
CVCL_1654,RERF-LC-KJ,BDP-00009066,2.425718,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cytoskeleton
CVCL_A536,NCI-H2461,AZD5582,2.058504,unknown,unknown,Apoptosis regulation
CVCL_4996,MS751,AZ6102,2.083223,urogenital_system,cervix,WNT signaling
CVCL_1263,HCC2218,MG-132,-0.8708649999999999,breast,breast,Protein stability and degradation
CVCL_6774,DOV13,Talazoparib,1.441528,urogenital_system,ovary,Genome integrity
CVCL_0609,Calu-3,Ruxolitinib,5.876491000000001,lung_NSCLC,lung_NSCLC_adenocarcinoma,"Other, kinases"
CVCL_1883,RC-K8,Docetaxel,-3.262288326981329,lymphoma,B_cell_lymphoma,Mitosis
CVCL_1773,TK-10,Alpelisib,5.619683,kidney,kidney,PI3K/MTOR signaling
CVCL_U996,NCI-H2795,Elephantin,2.00616,unknown,unknown,Unclassified
CVCL_U999,NCI-H2810,CDK9_5038,-2.451834,unknown,unknown,Cell cycle
CVCL_1297,HuO-3N1,IAP_5620,3.751189,bone,osteosarcoma,Other
CVCL_1193,EGI-1,ERK_2440,3.063384,digestive_system,biliary_tract,ERK MAPK signaling
CVCL_0320,HT-29,VE-822,0.8386870000000002,large_intestine,large_intestine,Genome integrity
CVCL_2207,SU-DHL-8,Vincristine,-3.112991,lymphoma,B_cell_lymphoma,Mitosis
CVCL_0220,COLO 320HSR,Dinaciclib,-3.3410370000000005,large_intestine,large_intestine,Cell cycle
CVCL_0505,RL95-2,Irinotecan,5.229353,urogenital_system,endometrium,DNA replication
CVCL_1111,CAL-54,Foretinib,0.5837760000000001,kidney,kidney,RTK signaling
CVCL_1559,NCI-H358,GNE-317,1.4444290000000002,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1251,HCC1419,Lapatinib,1.293223,breast,breast,EGFR signaling
CVCL_1049,647V,Talazoparib,-1.202413,urogenital_system,Bladder,Genome integrity
CVCL_2022,DND-41,Sapitinib,4.213051999999999,leukemia,T_cell_leukemia,EGFR signaling
CVCL_1784,UMC-11,BDP-00009066,2.4982740000000003,lung_NSCLC,lung_NSCLC_carcinoid,Cytoskeleton
CVCL_1551,NCI-H2405,ML323,7.842978,lung_NSCLC,lung_NSCLC_adenocarcinoma,Protein stability and degradation
CVCL_1300,HuP-T4,Selumetinib,5.166595,pancreas,pancreas,ERK MAPK signaling
CVCL_1426,Mono-Mac-6,Daporinad,-6.386941,leukemia,acute_myeloid_leukaemia,Metabolism
CVCL_1508,NCI-H1944,Linsitinib,4.416491000000001,lung_NSCLC,lung_NSCLC_adenocarcinoma,IGF1R signaling
CVCL_0153,B-CPAP,Entinostat,2.894902,unknown,unknown,Chromatin histone acetylation
CVCL_1289,HSC-4,CDK9_5576,2.702972,aero_dig_tract,head and neck,Cell cycle
CVCL_1439,Mo,BMS-345541,5.258344,leukemia,hairy_cell_leukaemia,Other
CVCL_1279,HGC-27,VE821,3.777756,digestive_system,stomach,Genome integrity
CVCL_0009,HDLM-2,Afatinib,1.369608,lymphoma,Hodgkin_lymphoma,EGFR signaling
CVCL_1691,SF539,MIRA-1,4.774814,nervous_system,glioma,p53 pathway
CVCL_2022,DND-41,Niraparib,1.659921,leukemia,T_cell_leukemia,Genome integrity
CVCL_3337,TE-4,MIRA-1,5.096926,aero_dig_tract,oesophagus,p53 pathway
CVCL_1093,Becker,Mirin,5.4998830000000005,nervous_system,glioma,Genome integrity
CVCL_1386,LS513,Olaparib,4.151497,large_intestine,large_intestine,Genome integrity
CVCL_1357,L-363,GSK2606414,3.418693,myeloma,myeloma,Metabolism
CVCL_1335,KNS-62,Afatinib,2.244026,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,EGFR signaling
CVCL_1632,P31/FUJ,NVP-ADW742,4.090402,leukemia,acute_myeloid_leukaemia,IGF1R signaling
CVCL_0077,SNU-398,Elephantin,3.136707,digestive_system,liver,Unclassified
CVCL_1695,SiMa,Irinotecan,0.6560729999999999,neuroblastoma,neuroblastoma,DNA replication
CVCL_1529,NCI-H211,Cediranib,1.088277,lung_SCLC,lung_small_cell_carcinoma,RTK signaling
CVCL_0092,NALM-6,Venetoclax,-0.925139,leukemia,B_cell_leukemia,Apoptosis regulation
CVCL_1255,HCC1569,SCH772984,2.146886,breast,breast,ERK MAPK signaling
CVCL_0036,RT-4,Alpelisib,4.404476,urogenital_system,Bladder,PI3K/MTOR signaling
CVCL_0525,SK-HEP-1,Dactolisib,-2.511703,digestive_system,liver,PI3K/MTOR signaling
CVCL_1345,Kuramochi,Nilotinib,6.029458999999999,urogenital_system,ovary,ABL signaling
CVCL_1678,SBC-3,UMI-77,2.4605240000000004,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_3169,VL51,UMI-77,1.583921,lymphoma,B_cell_lymphoma,Apoptosis regulation
CVCL_1496,NCI-H1793,Rapamycin,-3.910181,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1759,TE-1,AGI-5198,3.544249,aero_dig_tract,oesophagus,Metabolism
CVCL_1320,JVM-3,Wnt-C59,1.768039,lymphoma,lymphoid_neoplasm other,WNT signaling
CVCL_A543,NCI-H2591,Ibrutinib,7.633992,unknown,unknown,"Other, kinases"
CVCL_2067,HDQ-P1,Epirubicin,-0.913339,breast,breast,DNA replication
CVCL_1441,SJNB-10,BMS-345541,2.298352,neuroblastoma,neuroblastoma,Other
CVCL_3116,OVISE,WIKI4,3.283678,urogenital_system,ovary,WNT signaling
CVCL_1242,HAL-01,AZD5582,2.988976,leukemia,lymphoblastic_leukemia,Apoptosis regulation
CVCL_0080,A-673,Camptothecin,-4.962337000000001,soft_tissue,rhabdomyosarcoma,DNA replication
CVCL_2092,Kelly,Obatoclax Mesylate,-0.0978769999999999,neuroblastoma,neuroblastoma,Apoptosis regulation
CVCL_2193,SiSo,Dinaciclib,-1.323712,urogenital_system,cervix,Cell cycle
CVCL_1381,LOX-IMVI,Sorafenib,2.401968,skin,melanoma,"Other, kinases"
CVCL_1559,NCI-H358,Crizotinib,4.233223000000001,lung_NSCLC,lung_NSCLC_adenocarcinoma,RTK signaling
CVCL_1697,SJSA-1,Pictilisib,1.277072,bone,bone_other,PI3K/MTOR signaling
CVCL_1701,SK-N-DZ,CDK9_5038,-1.853781,neuroblastoma,neuroblastoma,Cell cycle
CVCL_1332,KMOE-2,AZD1332,4.270877,leukemia,acute_myeloid_leukaemia,RTK signaling
CVCL_1330,KM-H2,Rapamycin,-3.61784,lymphoma,Hodgkin_lymphoma,PI3K/MTOR signaling
CVCL_1737,TC-YIK,LY2109761,4.574196,urogenital_system,cervix,Other
CVCL_1644,PSN1,KRAS (G12C) Inhibitor-12,3.473412,pancreas,pancreas,ERK MAPK signaling
CVCL_1186,EB2,Epirubicin,-3.118334,lymphoma,Burkitt_lymphoma,DNA replication
CVCL_3935,OVCA420,Cytarabine,4.341844,urogenital_system,ovary,Other
CVCL_1479,NCI-H1581,PRT062607,3.055104,lung_NSCLC,lung_NSCLC_large cell,"Other, kinases"
CVCL_0418,MDA-MB-453,JAK_8517,2.397799,breast,breast,"Other, kinases"
CVCL_1338,KP-4,Trametinib,0.3162,pancreas,pancreas,ERK MAPK signaling
CVCL_1119,CFPAC-1,MK-8776,2.64969,pancreas,pancreas,Cell cycle
CVCL_1509,NCI-H196,Mitoxantrone,3.864465,lung_SCLC,lung_small_cell_carcinoma,DNA replication
CVCL_1770,TGBC24TKB,ULK1_4989,5.670932,digestive_system,biliary_tract,"Other, kinases"
CVCL_1259,HCC1954,Ribociclib,4.254618,breast,breast,Cell cycle
CVCL_1448,NB69,SCH772984,-3.0018290000000003,neuroblastoma,neuroblastoma,ERK MAPK signaling
CVCL_1049,647V,Ruxolitinib,5.244659,urogenital_system,Bladder,"Other, kinases"
CVCL_1786,VM-CUB-1,ABT737,1.999905,urogenital_system,Bladder,Apoptosis regulation
CVCL_1058,A-204,Cyclophosphamide,5.963191,soft_tissue,rhabdomyosarcoma,DNA replication
CVCL_1819,VAL,ERK_2440,5.024511,lymphoma,B_cell_lymphoma,ERK MAPK signaling
CVCL_6472,WM1552C,RVX-208,5.127736,skin,melanoma,Chromatin other
CVCL_1454,NCI-H1092,RVX-208,5.0276510000000005,lung_SCLC,lung_small_cell_carcinoma,Chromatin other
CVCL_0525,SK-HEP-1,Niraparib,3.960321,digestive_system,liver,Genome integrity
CVCL_1581,NCI-H716,YK-4-279,3.9024,large_intestine,large_intestine,Other
CVCL_2077,JIMT-1,AZD5438,2.776111,breast,breast,Cell cycle
CVCL_2176,Rh41,BMS-345541,2.07482,soft_tissue,rhabdomyosarcoma,Other
CVCL_1902,WSU-DLCL2,Vorinostat,0.3083339999999999,lymphoma,B_cell_lymphoma,Chromatin histone acetylation
CVCL_2213,TC-71,Vinorelbine,-4.744496,bone,ewings_sarcoma,Mitosis
CVCL_1217,EW-7,IGF1R_3801,-1.007244,bone,ewings_sarcoma,IGF1R signaling
CVCL_1389,Lu-135,AZD8186,4.304073000000001,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_3116,OVISE,LY2109761,4.99231,urogenital_system,ovary,Other
CVCL_1411,MHH-ES-1,Vorinostat,1.25509,bone,ewings_sarcoma,Chromatin histone acetylation
CVCL_1356,KYSE-70,GSK2578215A,5.4341550000000005,aero_dig_tract,oesophagus,"Other, kinases"
CVCL_1496,NCI-H1793,Vinorelbine,-1.7292439999999998,lung_NSCLC,lung_NSCLC_adenocarcinoma,Mitosis
CVCL_1208,EW-1,GSK2578215A,4.636685,bone,ewings_sarcoma,"Other, kinases"
CVCL_1294,HT-55,WIKI4,4.219809,large_intestine,large_intestine,WNT signaling
CVCL_3008,LC-1/sq,Obatoclax Mesylate,3.249837,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
CVCL_1569,NCI-H526,Alpelisib,3.857323000000001,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_2307,BICR 10,Teniposide,0.38343,aero_dig_tract,head and neck,DNA replication
CVCL_2686,PEO1,LCL161,4.992094,urogenital_system,ovary,Apoptosis regulation
CVCL_0532,SK-OV-3,EPZ5676,7.216810000000001,urogenital_system,ovary,Chromatin histone methylation
CVCL_0632,SW948,P22077,6.266947,large_intestine,large_intestine,Protein stability and degradation
CVCL_1323,KALS-1,Elephantin,4.371709,nervous_system,glioma,Unclassified
CVCL_1644,PSN1,Navitoclax,2.563815,pancreas,pancreas,Apoptosis regulation
CVCL_2036,ESO-51,BPD-00008900,5.934277,aero_dig_tract,oesophagus,Other
CVCL_1254,HCC1500,MIM1,5.356453,breast,breast,Apoptosis regulation
CVCL_5058,SNU-407,NVP-ADW742,2.292872,large_intestine,large_intestine,IGF1R signaling
CVCL_1144,CP66-MEL,AZD5153,2.07621,skin,melanoma,Chromatin other
CVCL_2235,VCaP,5-Fluorouracil,6.098523999999999,urogenital_system,prostate,Other
CVCL_1543,NCI-H2228,Alpelisib,2.722282,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1494,NCI-H1781,GSK2606414,3.228466,lung_NSCLC,lung_NSCLC_adenocarcinoma,Metabolism
CVCL_1579,NCI-H69,AT13148,2.25932,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_3169,VL51,VE-822,2.768371,lymphoma,B_cell_lymphoma,Genome integrity
CVCL_0374,KG-1,GSK591,4.840443,leukemia,acute_myeloid_leukaemia,Chromatin histone methylation
CVCL_1479,NCI-H1581,Venetoclax,1.783148,lung_NSCLC,lung_NSCLC_large cell,Apoptosis regulation
CVCL_0023,A-549,Entinostat,1.970109,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin histone acetylation
CVCL_1693,SHP-77,RVX-208,3.648992,lung_SCLC,lung_small_cell_carcinoma,Chromatin other
CVCL_3005,KP-3,Ulixertinib,4.141204928719051,pancreas,pancreas,ERK MAPK signaling
CVCL_1795,YH-13,ERK_2440,1.762732,nervous_system,glioma,ERK MAPK signaling
CVCL_1693,SHP-77,Podophyllotoxin bromide,-1.549221,lung_SCLC,lung_small_cell_carcinoma,Unclassified
CVCL_1729,SW837,Mitoxantrone,3.96495,large_intestine,large_intestine,DNA replication
CVCL_3117,OVTOKO,Carmustine,6.608460000000001,urogenital_system,ovary,DNA replication
CVCL_0566,U266B1,Ulixertinib,2.466342467169818,myeloma,myeloma,ERK MAPK signaling
CVCL_0220,COLO 320HSR,Topotecan,2.574204,large_intestine,large_intestine,DNA replication
CVCL_1140,COR-L279,Afuresertib,1.537546,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_U994,NCI-H2722,I-BET-762,4.627216000000001,unknown,unknown,Chromatin other
CVCL_1650,Reh,ML323,3.4824940000000004,leukemia,B_cell_leukemia,Protein stability and degradation
CVCL_1600,NCI-H929,LCL161,4.555002,myeloma,myeloma,Apoptosis regulation
CVCL_1738,TCCSUP,GSK2578215A,6.325139,urogenital_system,Bladder,"Other, kinases"
CVCL_3167,SKN,Dinaciclib,-1.977276,urogenital_system,uterus,Cell cycle
CVCL_1982,CL-40,AZD5438,0.7047199999999999,large_intestine,large_intestine,Cell cycle
CVCL_1720,SW1573,AGI-6780,6.696858,lung_NSCLC,lung_NSCLC_adenocarcinoma,Metabolism
CVCL_2213,TC-71,GSK343,2.293116,bone,ewings_sarcoma,Chromatin histone methylation
CVCL_1261,HCC2157,Tozasertib,4.455014,breast,breast,Mitosis
CVCL_0629,SK-LU-1,JAK1_8709,5.860331,lung_NSCLC,lung_NSCLC_adenocarcinoma,"Other, kinases"
CVCL_2412,COR-L311,BMS-536924,1.507058,lung_SCLC,lung_small_cell_carcinoma,IGF1R signaling
CVCL_1654,RERF-LC-KJ,PFI3,5.245919000000001,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin other
CVCL_1567,NCI-H522,ERK_6604,4.061087000000001,lung_NSCLC,lung_NSCLC_adenocarcinoma,ERK MAPK signaling
CVCL_6774,DOV13,Luminespib,-3.5672900000000003,urogenital_system,ovary,Protein stability and degradation
CVCL_0076,SNU-16,ABT737,1.33753,unknown,unknown,Apoptosis regulation
CVCL_1261,HCC2157,LY2109761,5.602529,breast,breast,Other
CVCL_0032,SiHa,IGF1R_3801,3.231067,urogenital_system,cervix,IGF1R signaling
CVCL_1710,SNU-C2B,Sinularin,4.498811,large_intestine,large_intestine,Unclassified
CVCL_1666,RPMI-7951,Obatoclax Mesylate,0.8805970000000001,skin,melanoma,Apoptosis regulation
CVCL_1218,FaDu,AZ6102,3.11588,aero_dig_tract,head and neck,WNT signaling
CVCL_0428,MIA PaCa-2,ERK_2440,2.024059,pancreas,pancreas,ERK MAPK signaling
CVCL_2176,Rh41,PAK_5339,1.316341,soft_tissue,rhabdomyosarcoma,Cytoskeleton
CVCL_1797,YT,Temozolomide,5.262785,lymphoma,lymphoid_neoplasm other,DNA replication
CVCL_1058,A-204,Camptothecin,-1.720835,soft_tissue,rhabdomyosarcoma,DNA replication
CVCL_2061,HCC78,Pictilisib,-0.121118,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1638,Panc 08.13,Dabrafenib,6.6645460000000005,pancreas,pancreas,ERK MAPK signaling
CVCL_1774,TT,Dasatinib,6.151387000000001,thyroid,thyroid,"Other, kinases"
CVCL_1675,SAS,Carmustine,4.976867,aero_dig_tract,head and neck,DNA replication
CVCL_1360,KYSE-50,MK-2206,4.7147,aero_dig_tract,oesophagus,PI3K/MTOR signaling
CVCL_0068,SK-MEL-1,Temozolomide,6.055751,skin,melanoma,DNA replication
CVCL_1714,SUP-T1,Dasatinib,0.181091,leukemia,lymphoblastic_T_cell_leukaemia,"Other, kinases"
CVCL_1768,TGBC11TKB,AZD8186,4.713148,digestive_system,stomach,PI3K/MTOR signaling
CVCL_1238,H-EMC-SS,GSK2578215A,5.163628,bone,chondrosarcoma,"Other, kinases"
CVCL_1647,RCC10RGB,Gallibiscoquinazole,4.824604,kidney,kidney,Unclassified
CVCL_1453,NCI-H1048,Zoledronate,3.201359,lung_SCLC,lung_small_cell_carcinoma,Unclassified
CVCL_1759,TE-1,Camptothecin,-1.257903,aero_dig_tract,oesophagus,DNA replication
CVCL_1847,PaTu 8988t,Acetalax,6.541136,pancreas,pancreas,Unclassified
CVCL_1267,HCC38,AT13148,5.850917,breast,breast,PI3K/MTOR signaling
CVCL_1138,COR-L105,Eg5_9814,-1.184212,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_1604,NEC8,UMI-77,1.676448,urogenital_system,testis,Apoptosis regulation
CVCL_1381,LOX-IMVI,MK-2206,2.321132,skin,melanoma,PI3K/MTOR signaling
CVCL_1625,OPM-2,PD0325901,-0.4273309999999999,myeloma,myeloma,ERK MAPK signaling
CVCL_0178,BT-20,ABT737,2.3921900000000003,breast,breast,Apoptosis regulation
CVCL_1295,HTC-C3,Eg5_9814,-3.154408,thyroid,thyroid,Other
CVCL_2873,CCK-81,Nutlin-3a (-),3.2340880000000003,large_intestine,large_intestine,p53 pathway
CVCL_1791,VMRC-RCZ,Cyclophosphamide,7.431795,kidney,kidney,DNA replication
CVCL_0060,NCI-H1299,WEHI-539,5.441288,lung_NSCLC,lung_NSCLC_large cell,Apoptosis regulation
CVCL_3728,JSC-1,AT13148,1.038683,lymphoma,B_cell_lymphoma,PI3K/MTOR signaling
CVCL_0244,DG-75,Afatinib,0.584276,lymphoma,Burkitt_lymphoma,EGFR signaling
CVCL_1514,NCI-H2009,MIRA-1,5.248374,lung_NSCLC,lung_NSCLC_adenocarcinoma,p53 pathway
CVCL_0292,HCT 15,MK-8776,3.5172230000000004,large_intestine,large_intestine,Cell cycle
CVCL_1208,EW-1,Staurosporine,-2.438963,bone,ewings_sarcoma,RTK signaling
CVCL_2761,WIL2 NS,BMS-536924,1.288723,lymphoma,lymphoid_neoplasm other,IGF1R signaling
CVCL_0428,MIA PaCa-2,ABT737,5.081167,pancreas,pancreas,Apoptosis regulation
CVCL_0379,Ku812,PCI-34051,3.240791,leukemia,chronic_myeloid_leukaemia,Chromatin histone acetylation
CVCL_1150,CTV-1,5-Fluorouracil,2.435038,leukemia,acute_myeloid_leukaemia,Other
CVCL_1485,NCI-H1666,Cediranib,1.681936,lung_NSCLC,lung_NSCLC_adenocarcinoma,RTK signaling
CVCL_1603,NCI-N87,XAV939,2.603081,digestive_system,stomach,WNT signaling
CVCL_0629,SK-LU-1,Luminespib,-0.443021,lung_NSCLC,lung_NSCLC_adenocarcinoma,Protein stability and degradation
CVCL_1178,DMS 79,LGK974,3.641379,lung_SCLC,lung_small_cell_carcinoma,WNT signaling
CVCL_1349,KYSE-180,LJI308,4.823069,aero_dig_tract,oesophagus,PI3K/MTOR signaling
CVCL_0428,MIA PaCa-2,Vinblastine,-4.60026,pancreas,pancreas,Mitosis
CVCL_1692,SH-4,Pevonedistat,0.632448,skin,melanoma,Other
CVCL_1485,NCI-H1666,AZD5363,3.598058,lung_NSCLC,lung_NSCLC_adenocarcinoma,"Other, kinases"
CVCL_0181,BV-173,Linsitinib,2.841932,leukemia,chronic_myeloid_leukaemia,IGF1R signaling
CVCL_2047,FU-OV-1,Alpelisib,4.68513,urogenital_system,ovary,PI3K/MTOR signaling
CVCL_0454,SNU-449,Oxaliplatin,6.41373722444135,digestive_system,liver,DNA replication
CVCL_1115,CAMA-1,Obatoclax Mesylate,1.685832,breast,breast,Apoptosis regulation
CVCL_3509,ES-2,XAV939,4.481694999999999,urogenital_system,ovary,WNT signaling
CVCL_C757,PCI-30,PD173074,5.355189,aero_dig_tract,head and neck,RTK signaling
CVCL_1323,KALS-1,EPZ004777,5.8975,nervous_system,glioma,Chromatin histone methylation
CVCL_1057,A101D,Vorinostat,1.503996,skin,melanoma,Chromatin histone acetylation
CVCL_1084,BFTC-909,XAV939,3.84876,kidney,kidney,WNT signaling
CVCL_0465,OVCAR-3,Dabrafenib,5.771424,urogenital_system,ovary,ERK MAPK signaling
CVCL_3160,SAT [Human HNSCC],Palbociclib,3.226217,aero_dig_tract,head and neck,Cell cycle
CVCL_1418,ML-2,Temozolomide,3.46517,leukemia,acute_myeloid_leukaemia,DNA replication
CVCL_1168,DB,Mitoxantrone,-0.870366,lymphoma,B_cell_lymphoma,DNA replication
CVCL_1628,OVCAR-5,BIBR-1532,6.254935,urogenital_system,ovary,Genome integrity
CVCL_3216,TK [Human B-cell lymphoma],Tamoxifen,4.1981910000000005,lymphoma,B_cell_lymphoma,Hormone-related
CVCL_1419,MLMA,IRAK4_4710,5.064347,leukemia,hairy_cell_leukaemia,"Other, kinases"
CVCL_1780,UACC-62,Sinularin,4.129527,skin,melanoma,Unclassified
CVCL_2045,FLO-1,ABT737,2.731091,aero_dig_tract,oesophagus,Apoptosis regulation
CVCL_0527,SK-MEL-5,Obatoclax Mesylate,-0.5314479999999999,skin,melanoma,Apoptosis regulation
CVCL_1326,Karpas-45,AZD5153,-2.446886,leukemia,lymphoblastic_leukemia,Chromatin other
CVCL_1899,UPCI-SCC-090,Docetaxel,-1.0643020780107202,aero_dig_tract,head and neck,Mitosis
CVCL_0181,BV-173,Vorinostat,-0.160696,leukemia,chronic_myeloid_leukaemia,Chromatin histone acetylation
CVCL_X485,CHSA8926,Gallibiscoquinazole,3.3934839999999995,bone,chondrosarcoma,Unclassified
CVCL_1484,NCI-H1651,EPZ5676,5.45772,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin histone methylation
CVCL_1259,HCC1954,Vorinostat,3.045067,breast,breast,Chromatin histone acetylation
CVCL_1103,CADO-ES1,AZD1208,4.98001,bone,ewings_sarcoma,"Other, kinases"
CVCL_1584,NCI-H727,MN-64,5.654637,lung_NSCLC,lung_NSCLC_carcinoid,WNT signaling
CVCL_3152,RERF-GC-1B,Sapitinib,2.60465,digestive_system,stomach,EGFR signaling
CVCL_A545,NCI-H2595,IGF1R_3801,1.972928,unknown,unknown,IGF1R signaling
CVCL_1245,HCC1143,Staurosporine,-2.236129,breast,breast,RTK signaling
CVCL_8787,WM793,Sepantronium bromide,-5.376882,skin,melanoma,Apoptosis regulation
CVCL_1173,DK-MG,MK-2206,3.291038,nervous_system,glioma,PI3K/MTOR signaling
CVCL_1615,OAW42,LJI308,6.101773000000001,urogenital_system,ovary,PI3K/MTOR signaling
CVCL_1146,CPC-N,Daporinad,-6.178211,lung_SCLC,lung_small_cell_carcinoma,Metabolism
CVCL_0630,SK-MES-1,Sepantronium bromide,-4.53174,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Apoptosis regulation
CVCL_1376,LCLC-97TM1,AZD5153,0.571151,lung_NSCLC,lung_NSCLC_large cell,Chromatin other
CVCL_1780,UACC-62,Alpelisib,4.029024,skin,melanoma,PI3K/MTOR signaling
CVCL_1242,HAL-01,PFI3,4.425678,leukemia,lymphoblastic_leukemia,Chromatin other
CVCL_2096,L-1236,AZD5582,1.128649,lymphoma,Hodgkin_lymphoma,Apoptosis regulation
CVCL_0092,NALM-6,AZD6738,-0.4146439999999999,leukemia,B_cell_leukemia,Genome integrity
CVCL_1380,Loucy,PD0325901,0.4931139999999999,leukemia,lymphoblastic_T_cell_leukaemia,ERK MAPK signaling
CVCL_0400,M059J,BIBR-1532,5.455144000000001,nervous_system,glioma,Genome integrity
CVCL_0035,PC-3,Afuresertib,3.169356,urogenital_system,prostate,PI3K/MTOR signaling
CVCL_1070,AM-38,Vinblastine,-3.455111,nervous_system,glioma,Mitosis
CVCL_1181,DoTc2 4510,ML323,3.844732,urogenital_system,cervix,Protein stability and degradation
CVCL_1779,UACC-257,Palbociclib,3.878818,skin,melanoma,Cell cycle
CVCL_1256,HCC1599,MG-132,-0.8895069999999999,breast,breast,Protein stability and degradation
CVCL_1136,COLO 824,SCH772984,2.70935,breast,breast,ERK MAPK signaling
CVCL_1770,TGBC24TKB,Cediranib,2.110261,digestive_system,biliary_tract,RTK signaling
CVCL_1692,SH-4,LY2109761,4.3914,skin,melanoma,Other
CVCL_L911,ME1,AGI-5198,3.899116,leukemia,acute_myeloid_leukaemia,Metabolism
CVCL_1154,D-263MG,Alpelisib,5.379953,nervous_system,glioma,PI3K/MTOR signaling
CVCL_0375,KGN,MG-132,-1.36326,urogenital_system,ovary,Protein stability and degradation
CVCL_0078,SNU-5,AZ960,4.322498,unknown,unknown,"Other, kinases"
CVCL_1045,22Rv1,Staurosporine,-2.720534,urogenital_system,prostate,RTK signaling
CVCL_V001,NCI-H2869,MN-64,5.729958,unknown,unknown,WNT signaling
CVCL_1345,Kuramochi,Vincristine,1.449748,urogenital_system,ovary,Mitosis
CVCL_1729,SW837,Temozolomide,7.106435,large_intestine,large_intestine,DNA replication
CVCL_0181,BV-173,EPZ5676,3.849516,leukemia,chronic_myeloid_leukaemia,Chromatin histone methylation
CVCL_1070,AM-38,Vincristine,-1.114854,nervous_system,glioma,Mitosis
