cellosaurus_id,CELL_LINE_NAME,DRUG_NAME,LN_IC50,CELL_LINE_TISSUE_1,CELL_LINE_TISSUE_2,DRUG_TARGET_PATHWAY
CVCL_0628,SK-LMS-1,EPZ004777,4.890963,soft_tissue,soft_tissue_other,Chromatin histone methylation
CVCL_1081,BE-13,PD0325901,-0.5061669999999999,leukemia,lymphoblastic_leukemia,ERK MAPK signaling
CVCL_2520,HT115,GSK1904529A,4.2075,large_intestine,large_intestine,IGF1R signaling
CVCL_1081,BE-13,Sorafenib,1.358247,leukemia,lymphoblastic_leukemia,"Other, kinases"
CVCL_1523,NCI-H2085,Vorinostat,2.877805,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin histone acetylation
CVCL_1776,TYK-nu,GSK2606414,3.68994,urogenital_system,ovary,Metabolism
CVCL_1085,BHT-101,Teniposide,-0.400423,thyroid,thyroid,DNA replication
CVCL_1204,ES8,RVX-208,3.513881,bone,ewings_sarcoma,Chromatin other
CVCL_1632,P31/FUJ,AZD4547,1.586291,leukemia,acute_myeloid_leukaemia,RTK signaling
CVCL_0320,HT-29,Rapamycin,-1.289972,large_intestine,large_intestine,PI3K/MTOR signaling
CVCL_1174,DMS 114,GNE-317,0.564187,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_U998,NCI-H2804,BMS-345541,5.284073,unknown,unknown,Other
CVCL_1406,MFE-296,MG-132,-0.98874,urogenital_system,endometrium,Protein stability and degradation
CVCL_1154,D-263MG,CDK9_5038,-2.396185,nervous_system,glioma,Cell cycle
CVCL_1173,DK-MG,ULK1_4989,1.889198,nervous_system,glioma,"Other, kinases"
CVCL_1385,LS411N,Olaparib,6.031847,large_intestine,large_intestine,Genome integrity
CVCL_A532,NCI-H2369,Ipatasertib,4.905117,unknown,unknown,PI3K/MTOR signaling
CVCL_2412,COR-L311,ULK1_4989,1.068113,lung_SCLC,lung_small_cell_carcinoma,"Other, kinases"
CVCL_1173,DK-MG,Telomerase Inhibitor IX,1.124887,nervous_system,glioma,Genome integrity
CVCL_0511,Raji,Tamoxifen,3.201712,lymphoma,Burkitt_lymphoma,Hormone-related
CVCL_5058,SNU-407,Gemcitabine,1.874736,large_intestine,large_intestine,DNA replication
CVCL_0761,Hs 445,Cytarabine,-2.324651,lymphoma,Hodgkin_lymphoma,Other
CVCL_1717,SW1417,Sabutoclax,1.829237,large_intestine,large_intestine,Apoptosis regulation
CVCL_1136,COLO 824,RO-3306,2.159328,breast,breast,Cell cycle
CVCL_0069,SK-MEL-2,YK-4-279,1.655957,skin,melanoma,Other
CVCL_1101,CA46,Pyridostatin,2.236746,lymphoma,Burkitt_lymphoma,DNA replication
CVCL_1710,SNU-C2B,Cisplatin,5.699487,large_intestine,large_intestine,DNA replication
CVCL_1227,GB-1,Oxaliplatin,5.511028753648529,nervous_system,glioma,DNA replication
CVCL_1673,RXF 393L,AZD5582,1.551682,kidney,kidney,Apoptosis regulation
CVCL_1375,LCLC-103H,Docetaxel,-4.397074572276917,lung_NSCLC,lung_NSCLC_large cell,Mitosis
CVCL_1186,EB2,CZC24832,5.1171370000000005,lymphoma,Burkitt_lymphoma,PI3K/MTOR signaling
CVCL_1087,BL-41,Ipatasertib,3.362419,lymphoma,Burkitt_lymphoma,PI3K/MTOR signaling
CVCL_1347,KYSE-140,Linsitinib,2.960568,aero_dig_tract,oesophagus,IGF1R signaling
CVCL_X505,NCC010,LCL161,4.762918,kidney,kidney,Apoptosis regulation
CVCL_1567,NCI-H522,WZ4003,3.778661,lung_NSCLC,lung_NSCLC_adenocarcinoma,"Other, kinases"
CVCL_1631,P30/OHK,Sinularin,3.12163,leukemia,lymphoblastic_leukemia,Unclassified
CVCL_0041,Rh30,Pictilisib,0.124294,soft_tissue,rhabdomyosarcoma,PI3K/MTOR signaling
CVCL_1715,SW1088,MIM1,4.466138,nervous_system,glioma,Apoptosis regulation
CVCL_2873,CCK-81,AZD6738,0.598141,large_intestine,large_intestine,Genome integrity
CVCL_1185,EB3 [Human Burkitt lymphoma],PRIMA-1MET,2.5083,lymphoma,Burkitt_lymphoma,p53 pathway
CVCL_1111,CAL-54,Gallibiscoquinazole,3.73771,kidney,kidney,Unclassified
CVCL_0009,HDLM-2,Foretinib,1.218148,lymphoma,Hodgkin_lymphoma,RTK signaling
CVCL_1232,GI-ME-N,Temozolomide,6.416801,neuroblastoma,neuroblastoma,DNA replication
CVCL_0065,Jurkat,OF-1,1.3542299999999998,leukemia,T_cell_leukemia,Chromatin histone acetylation
CVCL_1139,COR-L23,AZ960,3.114296,lung_NSCLC,lung_NSCLC_large cell,"Other, kinases"
CVCL_1355,KYSE-520,KRAS (G12C) Inhibitor-12,7.282808,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_0633,U-118MG,AZD6738,1.6680130000000002,nervous_system,glioma,Genome integrity
CVCL_1531,NCI-H2122,Fludarabine,-1.508349,lung_NSCLC,lung_NSCLC_adenocarcinoma,Unclassified
CVCL_2067,HDQ-P1,EPZ5676,5.185156,breast,breast,Chromatin histone methylation
CVCL_1200,ES4,5-Fluorouracil,3.369415,bone,ewings_sarcoma,Other
CVCL_2787,JHH-4,PRT062607,2.6755560000000003,digestive_system,liver,"Other, kinases"
CVCL_1207,Evsa-T,Sepantronium bromide,-3.616258999999999,breast,breast,Apoptosis regulation
CVCL_1780,UACC-62,Alisertib,1.760357,skin,melanoma,Mitosis
CVCL_1084,BFTC-909,IRAK4_4710,4.56951,kidney,kidney,"Other, kinases"
CVCL_1158,D-392MG,Alisertib,2.5847990000000003,nervous_system,glioma,Mitosis
CVCL_1205,ESS-1,Bortezomib,-5.232429,urogenital_system,endometrium,Protein stability and degradation
CVCL_1115,CAMA-1,Ibrutinib,5.181966,breast,breast,"Other, kinases"
CVCL_1765,TE-6,MN-64,4.074024,aero_dig_tract,oesophagus,WNT signaling
CVCL_1213,EW-18,Nelarabine,5.626357,bone,ewings_sarcoma,DNA replication
CVCL_1496,NCI-H1793,Dactolisib,-2.353659,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_1633,Panc 02.03,Podophyllotoxin bromide,-0.257947,pancreas,pancreas,Unclassified
CVCL_JM46,PL18,Ulixertinib,1.82658273783638,pancreas,pancreas,ERK MAPK signaling
CVCL_2104,LOU-NH91,VSP34_8731,2.251297,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Other
CVCL_2319,BT-483,Talazoparib,7.602669000000001,breast,breast,Genome integrity
CVCL_0505,RL95-2,Palbociclib,3.314236,urogenital_system,endometrium,Cell cycle
CVCL_8792,MM1.S,Vinblastine,-5.463655999999999,myeloma,myeloma,Mitosis
CVCL_2520,HT115,Oxaliplatin,5.355444680980963,large_intestine,large_intestine,DNA replication
CVCL_3082,NUGC-4,P22077,7.1276,digestive_system,stomach,Protein stability and degradation
CVCL_0434,MKN45,MK-2206,1.355318,digestive_system,stomach,PI3K/MTOR signaling
CVCL_1327,KE-37,Cediranib,1.504795,leukemia,lymphoblastic_leukemia,RTK signaling
CVCL_2057,HCC15,AZD1208,5.726064,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,"Other, kinases"
CVCL_1419,MLMA,Staurosporine,-4.058862,leukemia,hairy_cell_leukaemia,RTK signaling
CVCL_0619,MDA-MB-330,IRAK4_4710,5.943589,breast,breast,"Other, kinases"
CVCL_1529,NCI-H211,LCL161,3.721573,lung_SCLC,lung_small_cell_carcinoma,Apoptosis regulation
CVCL_3008,LC-1/sq,Gefitinib,0.976999,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,EGFR signaling
CVCL_0628,SK-LMS-1,Bortezomib,-4.21293,soft_tissue,soft_tissue_other,Protein stability and degradation
CVCL_0332,Hs 578T,EPZ004777,4.445818,breast,breast,Chromatin histone methylation
CVCL_1866,KOPN-8,Topotecan,-2.772718,leukemia,B_cell_leukemia,DNA replication
CVCL_2914,HARA [Human squamous cell lung carcinoma],Olaparib,4.313148,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,Genome integrity
CVCL_1120,CGTH-W-1,AMG-319,5.261896,thyroid,thyroid,PI3K/MTOR signaling
CVCL_1499,NCI-H1838,Buparlisib,4.575686,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_3168,SKN-3,WZ4003,3.03155,aero_dig_tract,head and neck,"Other, kinases"
CVCL_1230,GDM-1,Elephantin,3.077468,leukemia,acute_myeloid_leukaemia,Unclassified
CVCL_0042,U2OS,BDP-00009066,2.698904,bone,osteosarcoma,Cytoskeleton
CVCL_1571,NCI-H596,Savolitinib,3.127455,lung_NSCLC,lung_NSCLC_adenocarcinoma,RTK signaling
CVCL_1209,EW-11,GDC0810,5.120882,bone,ewings_sarcoma,Hormone-related
CVCL_3216,TK [Human B-cell lymphoma],GDC0810,4.604253,lymphoma,B_cell_lymphoma,Hormone-related
CVCL_1512,NCI-H1993,Lapatinib,3.358451,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_1151,CW-2,Ibrutinib,2.512283,large_intestine,large_intestine,"Other, kinases"
CVCL_2206,SU-DHL-6,PD173074,2.34018,lymphoma,B_cell_lymphoma,RTK signaling
CVCL_1524,NCI-H2087,BDP-00009066,3.913421,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cytoskeleton
CVCL_1476,NCI-H1568,AZD2014,3.003751,lung_NSCLC,lung_NSCLC_adenocarcinoma,PI3K/MTOR signaling
CVCL_0178,BT-20,ZM447439,2.58155,breast,breast,Mitosis
CVCL_0036,RT-4,Docetaxel,0.8523235535376098,urogenital_system,Bladder,Mitosis
CVCL_U996,NCI-H2795,Savolitinib,3.106919,unknown,unknown,RTK signaling
CVCL_1554,NCI-H250,Eg5_9814,-0.976232,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_ZA06,WT2-iPS,Pictilisib,2.645341,skin,melanoma,PI3K/MTOR signaling
CVCL_1232,GI-ME-N,Gemcitabine,2.217496,neuroblastoma,neuroblastoma,DNA replication
CVCL_0030,HeLa,PLX-4720,4.01331,urogenital_system,cervix,ERK MAPK signaling
CVCL_GP63,U-87MG Uppsala,Teniposide,0.0063179999999999,nervous_system,glioma,DNA replication
CVCL_0392,LN-18,Alisertib,1.6465029999999998,nervous_system,glioma,Mitosis
CVCL_1304,IGROV-1,Buparlisib,-1.084851,urogenital_system,ovary,PI3K/MTOR signaling
CVCL_1559,NCI-H358,AZD6738,3.342407,lung_NSCLC,lung_NSCLC_adenocarcinoma,Genome integrity
CVCL_1716,SW1271,Lapatinib,5.382391999999999,lung_SCLC,lung_small_cell_carcinoma,EGFR signaling
CVCL_1562,NCI-H446,Gefitinib,3.831061,lung_SCLC,lung_small_cell_carcinoma,EGFR signaling
CVCL_1483,NCI-H1650,PCI-34051,6.740347,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin histone acetylation
CVCL_1584,NCI-H727,IGF1R_3801,2.231119,lung_NSCLC,lung_NSCLC_carcinoid,IGF1R signaling
CVCL_0237,Capan-1,Gemcitabine,-1.905368,pancreas,pancreas,DNA replication
CVCL_W798,G-mel,Teniposide,0.2414830000000001,skin,melanoma,DNA replication
CVCL_0426,MG-63,Eg5_9814,-4.251212000000001,bone,osteosarcoma,Other
CVCL_1708,SNU-C1,LY2109761,5.408669000000001,large_intestine,large_intestine,Other
CVCL_1295,HTC-C3,LGK974,3.366374,thyroid,thyroid,WNT signaling
CVCL_1496,NCI-H1793,IAP_5620,6.947125,lung_NSCLC,lung_NSCLC_adenocarcinoma,Other
CVCL_1056,A-498,EPZ004777,5.213523,kidney,kidney,Chromatin histone methylation
CVCL_A543,NCI-H2591,Sabutoclax,1.085404,unknown,unknown,Apoptosis regulation
CVCL_1093,Becker,I-BET-762,4.285609,nervous_system,glioma,Chromatin other
CVCL_1550,NCI-H2347,AZ6102,3.810835,lung_NSCLC,lung_NSCLC_adenocarcinoma,WNT signaling
CVCL_0627,SK-ES-1,WZ4003,2.342982,bone,ewings_sarcoma,"Other, kinases"
CVCL_2805,JHH-7,AZD3759,4.18392,digestive_system,liver,EGFR signaling
CVCL_0632,SW948,Osimertinib,3.266859,large_intestine,large_intestine,EGFR signaling
CVCL_S982,PC-3 [Human lung carcinoma],Docetaxel,-4.175204,,,Mitosis
CVCL_1330,KM-H2,Alisertib,0.788438,lymphoma,Hodgkin_lymphoma,Mitosis
CVCL_0297,HEY,IRAK4_4710,4.613506,urogenital_system,ovary,"Other, kinases"
CVCL_2909,G-292 clone A141B1,AZD3759,3.497684,unknown,unknown,EGFR signaling
CVCL_A532,NCI-H2369,Dasatinib,1.23102,unknown,unknown,"Other, kinases"
CVCL_1285,HOP-62,Luminespib,-1.5737,lung_NSCLC,lung_NSCLC_adenocarcinoma,Protein stability and degradation
CVCL_1056,A-498,Alisertib,1.889552,kidney,kidney,Mitosis
CVCL_1380,Loucy,PLX-4720,3.449053,leukemia,lymphoblastic_T_cell_leukaemia,ERK MAPK signaling
CVCL_1380,Loucy,Cisplatin,1.467425,leukemia,lymphoblastic_T_cell_leukaemia,DNA replication
CVCL_1249,HCC1395,Nilotinib,2.520858,breast,breast,ABL signaling
CVCL_1557,NCI-H322M,Sapitinib,-1.81517,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_0628,SK-LMS-1,Entospletinib,3.60839,soft_tissue,soft_tissue_other,"Other, kinases"
CVCL_1670,RT-112,Rapamycin,-2.236253,urogenital_system,Bladder,PI3K/MTOR signaling
CVCL_1443,SJNB-13,Dasatinib,2.619845,neuroblastoma,neuroblastoma,"Other, kinases"
CVCL_1302,IA-LM,Cyclophosphamide,5.887004,lung_NSCLC,lung_NSCLC_large cell,DNA replication
CVCL_1374,LC4-1,Ibrutinib,4.30517,leukemia,lymphoblastic_leukemia,"Other, kinases"
CVCL_1393,Lu-99A,Tamoxifen,4.946513,lung_NSCLC,lung_NSCLC_large cell,Hormone-related
CVCL_1070,AM-38,JAK1_8709,3.907745,nervous_system,glioma,"Other, kinases"
CVCL_1343,KS-1 [Human glioblastoma],Elephantin,2.601359,nervous_system,glioma,Unclassified
CVCL_1575,NCI-H650,Vorinostat,1.883613,lung_NSCLC,lung_NSCLC_adenocarcinoma,Chromatin histone acetylation
CVCL_1325,Karpas-422,BPD-00008900,4.878652,lymphoma,B_cell_lymphoma,Other
CVCL_1311,IST-Mes1,Sorafenib,2.375909,lung,mesothelioma,"Other, kinases"
CVCL_2045,FLO-1,Palbociclib,2.66765,aero_dig_tract,oesophagus,Cell cycle
CVCL_1119,CFPAC-1,MIM1,3.848803,pancreas,pancreas,Apoptosis regulation
CVCL_1389,Lu-135,ERK_2440,3.476183,lung_SCLC,lung_small_cell_carcinoma,ERK MAPK signaling
CVCL_1818,Granta-519,Ruxolitinib,5.543876999999999,lymphoma,B_cell_lymphoma,"Other, kinases"
CVCL_1806,AMO1,TAF1_5496,0.8706459999999999,myeloma,haematopoietic_neoplasm other,Other
CVCL_0152,AsPC-1,Luminespib,2.860639,pancreas,pancreas,Protein stability and degradation
CVCL_1573,NCI-H64,Gefitinib,4.012204,lung_SCLC,lung_small_cell_carcinoma,EGFR signaling
CVCL_8824,SJNB-7,GNE-317,0.418985,neuroblastoma,neuroblastoma,PI3K/MTOR signaling
CVCL_0761,Hs 445,AZD5991,4.3322080000000005,lymphoma,Hodgkin_lymphoma,Apoptosis regulation
CVCL_5991,JHU-022,I-BRD9,5.155779,aero_dig_tract,head and neck,Chromatin other
CVCL_1188,ECC10,VE-822,4.198491000000001,digestive_system,stomach,Genome integrity
CVCL_1534,NCI-H2141,Alpelisib,4.214574,lung_SCLC,lung_small_cell_carcinoma,PI3K/MTOR signaling
CVCL_1716,SW1271,BPD-00008900,3.831272,lung_SCLC,lung_small_cell_carcinoma,Other
CVCL_1484,NCI-H1651,Temozolomide,5.658989,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_1679,SBC-5,MIRA-1,4.934087,lung_SCLC,lung_small_cell_carcinoma,p53 pathway
CVCL_1685,SCC-9,Telomerase Inhibitor IX,1.704893,aero_dig_tract,head and neck,Genome integrity
CVCL_1531,NCI-H2122,IWP-2,0.389312,lung_NSCLC,lung_NSCLC_adenocarcinoma,WNT signaling
CVCL_1240,H9,Vinorelbine,-5.525589,lymphoma,lymphoid_neoplasm other,Mitosis
CVCL_1795,YH-13,Entinostat,3.247525,nervous_system,glioma,Chromatin histone acetylation
CVCL_1144,CP66-MEL,GSK2606414,6.4810550000000005,skin,melanoma,Metabolism
CVCL_1263,HCC2218,Sorafenib,0.823544,breast,breast,"Other, kinases"
CVCL_1075,BALL-1,IRAK4_4710,4.470357,leukemia,B_cell_leukemia,"Other, kinases"
CVCL_1155,D283 Med,WZ4003,1.6563720000000002,nervous_system,medulloblastoma,"Other, kinases"
CVCL_3172,SUIT-2,Ruxolitinib,6.535259,pancreas,pancreas,"Other, kinases"
CVCL_0131,A-172,MN-64,4.143676,nervous_system,glioma,WNT signaling
CVCL_1485,NCI-H1666,BDP-00009066,5.174275,lung_NSCLC,lung_NSCLC_adenocarcinoma,Cytoskeleton
CVCL_0032,SiHa,WEHI-539,5.145343,urogenital_system,cervix,Apoptosis regulation
CVCL_0366,SNU-423,Entinostat,3.0679830000000003,digestive_system,liver,Chromatin histone acetylation
CVCL_1356,KYSE-70,Dabrafenib,6.90345,aero_dig_tract,oesophagus,ERK MAPK signaling
CVCL_2030,EJM,MG-132,-2.24238,myeloma,lymphoid_neoplasm other,Protein stability and degradation
CVCL_1046,23132/87,Gefitinib,1.917081,digestive_system,stomach,EGFR signaling
CVCL_1328,KINGS-1,XAV939,3.696807,nervous_system,glioma,WNT signaling
CVCL_0511,Raji,Mitoxantrone,-3.254601,lymphoma,Burkitt_lymphoma,DNA replication
CVCL_1729,SW837,Bortezomib,-4.480364,large_intestine,large_intestine,Protein stability and degradation
CVCL_1314,IST-SL2,AGI-6780,2.916209,lung_SCLC,lung_small_cell_carcinoma,Metabolism
CVCL_1132,COLO 684,CDK9_5576,-0.709517,urogenital_system,endometrium,Cell cycle
CVCL_1280,HH [Human lymphoma],Nelarabine,5.387918,leukemia,T_cell_leukemia,DNA replication
CVCL_1375,LCLC-103H,Rapamycin,-0.721605,lung_NSCLC,lung_NSCLC_large cell,PI3K/MTOR signaling
CVCL_1557,NCI-H322M,Linsitinib,2.574706,lung_NSCLC,lung_NSCLC_adenocarcinoma,IGF1R signaling
CVCL_1711,SR,Acetalax,3.680221,lymphoma,lymphoid_neoplasm other,Unclassified
CVCL_1515,NCI-H2023,Nelarabine,6.570672999999999,lung_NSCLC,lung_NSCLC_adenocarcinoma,DNA replication
CVCL_1218,FaDu,ULK1_4989,1.775509,aero_dig_tract,head and neck,"Other, kinases"
CVCL_0621,MDA-MB-415,WZ4003,3.040043,breast,breast,"Other, kinases"
CVCL_GP63,U-87MG Uppsala,GSK2606414,3.513234,nervous_system,glioma,Metabolism
CVCL_2034,EN,Zoledronate,4.36298,urogenital_system,endometrium,Unclassified
CVCL_2520,HT115,Podophyllotoxin bromide,-1.115945,large_intestine,large_intestine,Unclassified
CVCL_1102,Ca9-22,Vincristine,-3.541478,aero_dig_tract,head and neck,Mitosis
CVCL_2873,CCK-81,EPZ5676,5.616963,large_intestine,large_intestine,Chromatin histone methylation
CVCL_1380,Loucy,Temozolomide,5.020606,leukemia,lymphoblastic_T_cell_leukaemia,DNA replication
CVCL_2909,G-292 clone A141B1,I-BRD9,4.243192,unknown,unknown,Chromatin other
CVCL_0479,PA-1,PD173074,3.601683,urogenital_system,ovary,RTK signaling
CVCL_0202,Caov-4,Oxaliplatin,4.272114,urogenital_system,ovary,DNA replication
CVCL_0366,SNU-423,OTX015,2.32209,digestive_system,liver,Chromatin other
CVCL_1442,SJNB-12,Taselisib,-1.188618,neuroblastoma,neuroblastoma,PI3K/MTOR signaling
CVCL_2063,HCC827,AZD5582,2.958154,lung_NSCLC,lung_NSCLC_adenocarcinoma,Apoptosis regulation
CVCL_0371,KATO III,Buparlisib,3.162671,digestive_system,stomach,PI3K/MTOR signaling
CVCL_1619,OCI-AML-2,IAP_5620,4.2779940000000005,leukemia,acute_myeloid_leukaemia,Other
CVCL_1577,NCI-H661,Gemcitabine,4.662585,lung_NSCLC,lung_NSCLC_large cell,DNA replication
CVCL_1205,ESS-1,Temozolomide,5.419749,urogenital_system,endometrium,DNA replication
CVCL_1286,HOP-92,Epirubicin,-0.3842259999999999,lung_NSCLC,lung_NSCLC_large cell,DNA replication
CVCL_3160,SAT [Human HNSCC],MK-2206,3.163427,aero_dig_tract,head and neck,PI3K/MTOR signaling
CVCL_1229,GCT,GDC0810,5.95296,soft_tissue,soft_tissue_other,Hormone-related
CVCL_1795,YH-13,VE821,5.049294000000001,nervous_system,glioma,Genome integrity
CVCL_1232,GI-ME-N,LCL161,6.257026000000001,neuroblastoma,neuroblastoma,Apoptosis regulation
CVCL_3156,RKN,OTX015,3.281382,urogenital_system,ovary,Chromatin other
CVCL_1429,MS-1 [Human lung carcinoma],GSK591,4.569324,lung_SCLC,lung_small_cell_carcinoma,Chromatin histone methylation
CVCL_V000,NCI-H2818,Epirubicin,-1.061505,unknown,unknown,DNA replication
CVCL_1182,DSH1,CDK9_5576,-1.358053,urogenital_system,Bladder,Cell cycle
CVCL_0207,CCRF-CEM,AZ960,-0.8884340000000002,leukemia,lymphoblastic_leukemia,"Other, kinases"
CVCL_1505,NCI-H1915,Dactinomycin,-2.8658976507988263,lung_NSCLC,lung_NSCLC_large cell,Other
CVCL_2686,PEO1,Uprosertib,3.7454347417713754,urogenital_system,ovary,PI3K/MTOR signaling
CVCL_1715,SW1088,Acetalax,4.168183999999999,nervous_system,glioma,Unclassified
CVCL_0618,MDA-MB-157,Nutlin-3a (-),4.929387,breast,breast,p53 pathway
CVCL_3613,TOV-21G,Luminespib,-3.700367,urogenital_system,ovary,Protein stability and degradation
CVCL_1394,LXF 289,Bortezomib,-5.222117,lung_NSCLC,lung_NSCLC_adenocarcinoma,Protein stability and degradation
CVCL_1353,KYSE-450,WEHI-539,3.780685,aero_dig_tract,oesophagus,Apoptosis regulation
CVCL_0566,U266B1,Camptothecin,-1.293384,myeloma,myeloma,DNA replication
CVCL_1242,HAL-01,AZD5153,-1.916122,leukemia,lymphoblastic_leukemia,Chromatin other
CVCL_0029,EFO-21,KRAS (G12C) Inhibitor-12,4.949293,urogenital_system,ovary,ERK MAPK signaling
CVCL_1889,SU-DHL-10,GNE-317,-0.6225750000000001,lymphoma,B_cell_lymphoma,PI3K/MTOR signaling
CVCL_0392,LN-18,MN-64,5.330627,nervous_system,glioma,WNT signaling
CVCL_8792,MM1.S,Dihydrorotenone,-2.760762,myeloma,myeloma,Unclassified
CVCL_1281,HLE,Daporinad,-5.465317,digestive_system,liver,Metabolism
CVCL_1383,LS123,PD0325901,1.068094,large_intestine,large_intestine,ERK MAPK signaling
CVCL_1715,SW1088,GSK1904529A,3.4973910000000004,nervous_system,glioma,IGF1R signaling
CVCL_1705,SN12C,Picolinici-acid,5.621752,kidney,kidney,Other
CVCL_T023,CS-1 [Human chondrosarcoma],AZD3759,2.608717,bone,bone_other,EGFR signaling
CVCL_3728,JSC-1,AZD3759,2.633387,lymphoma,B_cell_lymphoma,EGFR signaling
CVCL_1518,NCI-H2052,AZD3759,3.946001,lung,mesothelioma,EGFR signaling
CVCL_3082,NUGC-4,Irinotecan,5.6920720000000005,digestive_system,stomach,DNA replication
CVCL_1050,769-P,P22077,5.6524980000000005,kidney,kidney,Protein stability and degradation
CVCL_1562,NCI-H446,AZD5438,2.272607,lung_SCLC,lung_small_cell_carcinoma,Cell cycle
CVCL_A545,NCI-H2595,KRAS (G12C) Inhibitor-12,7.329322,unknown,unknown,ERK MAPK signaling
CVCL_1784,UMC-11,AZD7762,0.2159509999999999,lung_NSCLC,lung_NSCLC_carcinoid,Cell cycle
CVCL_3770,OVK18,OF-1,2.202884,urogenital_system,ovary,Chromatin histone acetylation
CVCL_1295,HTC-C3,AZD5363,3.976109,thyroid,thyroid,"Other, kinases"
CVCL_1254,HCC1500,AGI-5198,3.787976,breast,breast,Metabolism
CVCL_1266,HCC2998,CDK9_5038,-3.221378,large_intestine,large_intestine,Cell cycle
CVCL_1137,COLO 829,EPZ5676,7.209025,skin,melanoma,Chromatin histone methylation
CVCL_1389,Lu-135,VE821,3.381419,lung_SCLC,lung_small_cell_carcinoma,Genome integrity
CVCL_1500,NCI-H1869,Linsitinib,5.127623000000001,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,IGF1R signaling
CVCL_C757,PCI-30,Talazoparib,2.976322,aero_dig_tract,head and neck,Genome integrity
CVCL_0060,NCI-H1299,YK-4-279,2.834921,lung_NSCLC,lung_NSCLC_large cell,Other
CVCL_1721,SW1710,Eg5_9814,-1.865298,urogenital_system,Bladder,Other
CVCL_0324,HuCC-T1,Gefitinib,1.830924,digestive_system,biliary_tract,EGFR signaling
CVCL_1707,SNG-M,Eg5_9814,-5.745003,urogenital_system,endometrium,Other
CVCL_0291,HCT 116,IWP-2,1.126733,large_intestine,large_intestine,WNT signaling
CVCL_1661,ZR-75-30,Foretinib,3.483646,breast,breast,RTK signaling
CVCL_0318,HT-144,Telomerase Inhibitor IX,-0.2969799999999999,skin,melanoma,Genome integrity
CVCL_2310,BICR 22,Eg5_9814,-4.935282,aero_dig_tract,head and neck,Other
CVCL_0544,SW1116,Entospletinib,5.544335,large_intestine,large_intestine,"Other, kinases"
CVCL_1378,LN-405,LJI308,5.880556,nervous_system,glioma,PI3K/MTOR signaling
CVCL_0531,SK-N-SH,Osimertinib,2.094924,neuroblastoma,neuroblastoma,EGFR signaling
CVCL_1103,CADO-ES1,Teniposide,-0.248079,bone,ewings_sarcoma,DNA replication
CVCL_0553,T-47D,Bortezomib,-5.243277,breast,breast,Protein stability and degradation
CVCL_1812,EFM-192A,PAK_5339,3.431775,breast,breast,Cytoskeleton
CVCL_1288,HSC-3,Sepantronium bromide,-4.069941,aero_dig_tract,head and neck,Apoptosis regulation
CVCL_1475,NCI-H1563,AZD3759,2.945394,lung_NSCLC,lung_NSCLC_adenocarcinoma,EGFR signaling
CVCL_1525,NCI-H209,Luminespib,-0.4400960000000001,lung_SCLC,lung_small_cell_carcinoma,Protein stability and degradation
CVCL_1332,KMOE-2,Mirin,4.736347,leukemia,acute_myeloid_leukaemia,Genome integrity
CVCL_2213,TC-71,UMI-77,1.480793,bone,ewings_sarcoma,Apoptosis regulation
CVCL_3728,JSC-1,Ruxolitinib,3.968398000000001,lymphoma,B_cell_lymphoma,"Other, kinases"
CVCL_0179,BT-474,Niraparib,5.101153,breast,breast,Genome integrity
CVCL_5078,SNU-61,TAF1_5496,4.763477,large_intestine,large_intestine,Other
CVCL_1443,SJNB-13,AZD2014,1.528621,neuroblastoma,neuroblastoma,PI3K/MTOR signaling
CVCL_0004,K-562,RVX-208,5.102823,leukemia,chronic_myeloid_leukaemia,Chromatin other
CVCL_1297,HuO-3N1,Pyridostatin,3.167865,bone,osteosarcoma,DNA replication
CVCL_1773,TK-10,Nutlin-3a (-),6.564072,kidney,kidney,p53 pathway
CVCL_1270,HCC70,Lapatinib,2.73863,breast,breast,EGFR signaling
CVCL_1533,NCI-H2135,Sabutoclax,2.493446,lung_NSCLC,lung_NSCLC_not specified,Apoptosis regulation
CVCL_0555,T84,Gemcitabine,0.075323,large_intestine,large_intestine,DNA replication
CVCL_1247,HCC1187,Ulixertinib,3.6130334145028713,breast,breast,ERK MAPK signaling
CVCL_1214,EW-22,Leflunomide,5.3056160000000006,bone,ewings_sarcoma,DNA replication
CVCL_1699,SK-MM-2,Dinaciclib,-3.374688,myeloma,myeloma,Cell cycle
